Server Name,File Name,Config Type,Docker Permutation Key,Install Success,Logs Retrieved,Ping Success,Error,Timestamp
jordandalton__restcsvmcpserver,jordandalton__restcsvmcpserver.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.447Z
jordineil__mcp-databricks-server,jordineil__mcp-databricks-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.447Z
joshuarileydev__app-store-connect-mcp-server,joshuarileydev__app-store-connect-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
joshuarileydev__mac-apps-launcher,joshuarileydev__mac-apps-launcher.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
joshuarileydev__simulator-mcp-server,joshuarileydev__simulator-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
joshuarileydev__supabase,joshuarileydev__supabase.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
joshuayoes__ios-simulator-mcp,joshuayoes__ios-simulator-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
jovezhong__mcp-timeplus,jovezhong__mcp-timeplus.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
jparkerweb__mcp-sqlite,jparkerweb__mcp-sqlite.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
jpisnice__shadcn-ui-mcp-server,jpisnice__shadcn-ui-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:25.448Z
jsdelivr__globalping-mcp-server,jsdelivr__globalping-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.476Z
jtang613__ghidrassistmcp,jtang613__ghidrassistmcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
juehang__vscode-mcp-server,juehang__vscode-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
julien040__anyquery,julien040__anyquery.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
just-every__mcp-read-website-fast,just-every__mcp-read-website-fast.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:11:27.477Z
just-every__mcp-screenshot-website-fast,just-every__mcp-screenshot-website-fast.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
jwaxman19__qlik-mcp,jwaxman19__qlik-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
jyjune__mcp_vms,jyjune__mcp_vms.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
k-jarzyna__mcp-miro,k-jarzyna__mcp-miro.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.477Z
kadykov__mcp-openapi-schema-explorer,kadykov__mcp-openapi-schema-explorer.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:27.478Z
kagisearch__kagimcp,kagisearch__kagimcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.867Z
kaiyuanxiaobing__atomgit-mcp-server,kaiyuanxiaobing__atomgit-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
kaliaboi__mcp-zotero,kaliaboi__mcp-zotero.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
kashiwabyte__vikingdb-mcp-server,kashiwabyte__vikingdb-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
kdqed__zaturn,kdqed__zaturn.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
keboola__keboola-mcp-server,keboola__keboola-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
kehvinbehvin__json-mcp-filter,kehvinbehvin__json-mcp-filter.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
kelvin6365__plane-mcp-server,kelvin6365__plane-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
kenliao94__mcp-server-rabbitmq,kenliao94__mcp-server-rabbitmq.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
keturiosakys__bluesky-context-server,keturiosakys__bluesky-context-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:43.868Z
khan2a__telephony-mcp-server,khan2a__telephony-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kiliczsh__mcp-mongo-server,kiliczsh__mcp-mongo-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kimtaeyoon83__mcp-server-youtube-transcript,kimtaeyoon83__mcp-server-youtube-transcript.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kimtth__mcp-aoai-web-browsing,kimtth__mcp-aoai-web-browsing.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kimtth__mcp-remote-call-ping-pong,kimtth__mcp-remote-call-ping-pong.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kiwamizamurai__mcp-kibela-server,kiwamizamurai__mcp-kibela-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kj455__mcp-kibela,kj455__mcp-kibela.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kkjdaniel__bgg-mcp,kkjdaniel__bgg-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
klavis-ai__klavis__mcp_servers__youtube,klavis-ai__klavis__mcp_servers__youtube.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
kopfrechner__gitlab-mr-mcp,kopfrechner__gitlab-mr-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:18.535Z
korotovsky__slack-mcp-server,korotovsky__slack-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.464Z
ks-gen-ai__confluence-mcp-server,ks-gen-ai__confluence-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
ks-gen-ai__jira-mcp-server,ks-gen-ai__jira-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
ktanaka101__mcp-server-duckdb,ktanaka101__mcp-server-duckdb.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__binance-alpha-mcp,kukapay__binance-alpha-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__blockbeats-mcp,kukapay__blockbeats-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__blocknative-mcp,kukapay__blocknative-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__bridge-rates-mcp,kukapay__bridge-rates-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__chainlink-feeds-mcp,kukapay__chainlink-feeds-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__chainlist-mcp,kukapay__chainlist-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:20.465Z
kukapay__cointelegraph-mcp,kukapay__cointelegraph-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.945Z
kukapay__crypto-feargreed-mcp,kukapay__crypto-feargreed-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-indicators-mcp,kukapay__crypto-indicators-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-liquidations-mcp,kukapay__crypto-liquidations-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-news-mcp,kukapay__crypto-news-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-orderbook-mcp,kukapay__crypto-orderbook-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-pegmon-mcp,kukapay__crypto-pegmon-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-portfolio-mcp,kukapay__crypto-portfolio-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.946Z
kukapay__crypto-projects-mcp,kukapay__crypto-projects-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.947Z
kukapay__crypto-rss-mcp,kukapay__crypto-rss-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:22.947Z
kukapay__crypto-sentiment-mcp,kukapay__crypto-sentiment-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.473Z
kukapay__crypto-trending-mcp,kukapay__crypto-trending-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.473Z
kukapay__crypto-whitepapers-mcp,kukapay__crypto-whitepapers-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.473Z
kukapay__cryptopanic-mcp-server,kukapay__cryptopanic-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.473Z
kukapay__dao-proposals-mcp,kukapay__dao-proposals-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.473Z
kukapay__defi-yields-mcp,kukapay__defi-yields-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.473Z
kukapay__dune-analytics-mcp,kukapay__dune-analytics-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.474Z
kukapay__etf-flow-mcp,kukapay__etf-flow-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.474Z
kukapay__freqtrade-mcp,kukapay__freqtrade-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.474Z
kukapay__funding-rates-mcp,kukapay__funding-rates-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:25.474Z
kukapay__hyperliquid-info-mcp,kukapay__hyperliquid-info-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.931Z
kukapay__hyperliquid-whalealert-mcp,kukapay__hyperliquid-whalealert-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.931Z
kukapay__jupiter-mcp,kukapay__jupiter-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.931Z
kukapay__modbus-mcp,kukapay__modbus-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.932Z
kukapay__nearby-search-mcp,kukapay__nearby-search-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.932Z
kukapay__opcua-mcp,kukapay__opcua-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.932Z
kukapay__pancakeswap-poolspy-mcp,kukapay__pancakeswap-poolspy-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.932Z
kukapay__pumpswap-mcp,kukapay__pumpswap-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.932Z
kukapay__raydium-launchlab-mcp,kukapay__raydium-launchlab-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.932Z
kukapay__rug-check-mcp,kukapay__rug-check-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:27.933Z
kukapay__sui-trader-mcp,kukapay__sui-trader-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.141Z
kukapay__thegraph-mcp,kukapay__thegraph-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.142Z
kukapay__token-minter-mcp,kukapay__token-minter-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.142Z
kukapay__token-revoke-mcp,kukapay__token-revoke-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.142Z
kukapay__twitter-username-changes-mcp,kukapay__twitter-username-changes-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.143Z
kukapay__uniswap-poolspy-mcp,kukapay__uniswap-poolspy-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.143Z
kukapay__uniswap-price-mcp,kukapay__uniswap-price-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.143Z
kukapay__uniswap-trader-mcp,kukapay__uniswap-trader-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.143Z
kukapay__wallet-inspector-mcp,kukapay__wallet-inspector-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.143Z
kukapay__web3-jobs-mcp,kukapay__web3-jobs-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:30.143Z
kukapay__whale-tracker-mcp,kukapay__whale-tracker-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.494Z
kw510__strava-mcp,kw510__strava-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.494Z
kyrietangsheng__mcp-server-nationalparks,kyrietangsheng__mcp-server-nationalparks.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.494Z
lamemind__mcp-server-multiverse,lamemind__mcp-server-multiverse.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.494Z
langfuse__mcp-server-langfuse,langfuse__mcp-server-langfuse.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.494Z
last9__last9-mcp-server,last9__last9-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.495Z
laukikk__alpaca-mcp,laukikk__alpaca-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.495Z
lauriewired__ghidramcp,lauriewired__ghidramcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.495Z
leehanchung__bing-search-mcp,leehanchung__bing-search-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.495Z
lfnovo__content-core,lfnovo__content-core.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:12:32.495Z
lharries__whatsapp-mcp,lharries__whatsapp-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.697Z
lightpanda-io__gomcp,lightpanda-io__gomcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.697Z
line__line-bot-mcp-server,line__line-bot-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.697Z
liveblocks__liveblocks-mcp-server,liveblocks__liveblocks-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.698Z
longevity-genie__biothings-mcp,longevity-genie__biothings-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.698Z
longevity-genie__gget-mcp,longevity-genie__gget-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.698Z
longevity-genie__opengenes-mcp,longevity-genie__opengenes-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.698Z
longevity-genie__synergy-age-mcp,longevity-genie__synergy-age-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.698Z
longportapp__openapi__mcp,longportapp__openapi__mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.698Z
lostintangent__gistpad-mcp,lostintangent__gistpad-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:06.699Z
louiscklaw__hko-mcp,louiscklaw__hko-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.983Z
lpigeon__ros-mcp-server,lpigeon__ros-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
lpigeon__unitree-go2-mcp-server,lpigeon__unitree-go2-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
lucashild__mcp-server-bigquery,lucashild__mcp-server-bigquery.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
lucygoodchild__mcp-national-rail,lucygoodchild__mcp-national-rail.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
luminati-io__brightdata-mcp,luminati-io__brightdata-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
luniakunal__mcp-twitter,luniakunal__mcp-twitter.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
macrocosm-os__macrocosmos-mcp,macrocosm-os__macrocosmos-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
magarcia__mcp-server-giphy,magarcia__mcp-server-giphy.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.984Z
mahdin75__geoserver-mcp,mahdin75__geoserver-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:46.985Z
mahdin75__gis-mcp,mahdin75__gis-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
mamertofabian__mcp-everything-search,mamertofabian__mcp-everything-search.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
manusa__kubernetes-mcp-server,manusa__kubernetes-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
marcelmarais__spotify-mcp-server,marcelmarais__spotify-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
mariocandela__beelzebub,mariocandela__beelzebub.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
mark3labs__mcp-filesystem-server,mark3labs__mcp-filesystem-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
marketplaceadpros__amazon-ads-mcp-server,marketplaceadpros__amazon-ads-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
markuspfundstein__mcp-gsuite,markuspfundstein__mcp-gsuite.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
markuspfundstein__mcp-obsidian,markuspfundstein__mcp-obsidian.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.171Z
mattijsdp__dbt-docs-mcp,mattijsdp__dbt-docs-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:13:49.172Z
maxim-saplin__mcp_safe_local_python_executor,maxim-saplin__mcp_safe_local_python_executor.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.252Z
mbailey__voice-mcp,mbailey__voice-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.253Z
mberg__kokoro-tts-mcp,mberg__kokoro-tts-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.254Z
mckinsey__vizro__vizro-mcp,mckinsey__vizro__vizro-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.254Z
mcpdotdirect__evm-mcp-server,mcpdotdirect__evm-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.254Z
mcpdotdirect__starknet-mcp-server,mcpdotdirect__starknet-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.255Z
mediar-ai__screenpipe,mediar-ai__screenpipe.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.255Z
mem0ai__mem0-mcp,mem0ai__mem0-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.255Z
memgraph__ai-toolkit__integrations__mcp-memgraph,memgraph__ai-toolkit__integrations__mcp-memgraph.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.256Z
metatool-ai__metatool-app,metatool-ai__metatool-app.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:22.257Z
metoro-io__metoro-mcp-server,metoro-io__metoro-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.295Z
mickael-kerjean__filestash__server__plugin__plg_handler_mcp,mickael-kerjean__filestash__server__plugin__plg_handler_mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.295Z
micl2e2__code-to-tree,micl2e2__code-to-tree.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.296Z
microsoft__markitdown__packages__markitdown-mcp,microsoft__markitdown__packages__markitdown-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.296Z
microsoft__playwright-mcp,microsoft__playwright-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.296Z
mikechao__balldontlie-mcp,mikechao__balldontlie-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.296Z
mikechao__brave-search-mcp,mikechao__brave-search-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.296Z
mikechao__metmuseum-mcp,mikechao__metmuseum-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.296Z
mindscapehq__mcp-server-raygun,mindscapehq__mcp-server-raygun.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.298Z
mindsdb__mindsdb,mindsdb__mindsdb.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:25.298Z
minhyeoky__mcp-server-ledger,minhyeoky__mcp-server-ledger.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.372Z
misiektoja__kill-process-mcp,misiektoja__kill-process-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
mladensu__cli-mcp-server,mladensu__cli-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
mmntm__weblate-mcp,mmntm__weblate-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
mobb-dev__bugsy-tab-readme-ov-file-model-context-protocol-mcp-server,mobb-dev__bugsy-tab-readme-ov-file-model-context-protocol-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
mobile-next__mobile-mcp,mobile-next__mobile-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
modelcontextprotocol__servers-archived__src__brave-search,modelcontextprotocol__servers-archived__src__brave-search.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
modelcontextprotocol__servers-archived__src__gitlab,modelcontextprotocol__servers-archived__src__gitlab.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
modelcontextprotocol__servers-archived__src__google-maps,modelcontextprotocol__servers-archived__src__google-maps.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.373Z
modelcontextprotocol__servers-archived__src__postgres,modelcontextprotocol__servers-archived__src__postgres.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:28.374Z
modelcontextprotocol__servers-archived__src__puppeteer,modelcontextprotocol__servers-archived__src__puppeteer.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.334Z
modelcontextprotocol__servers-archived__src__sentry,modelcontextprotocol__servers-archived__src__sentry.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.335Z
modelcontextprotocol__servers-archived__src__sqlite,modelcontextprotocol__servers-archived__src__sqlite.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.335Z
modelcontextprotocol__servers__src__fetch,modelcontextprotocol__servers__src__fetch.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.335Z
modelcontextprotocol__servers__src__filesystem,modelcontextprotocol__servers__src__filesystem.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.336Z
modelcontextprotocol__servers__src__git,modelcontextprotocol__servers__src__git.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.336Z
modelcontextprotocol__servers__src__memory,modelcontextprotocol__servers__src__memory.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.336Z
modelcontextprotocol__servers__src__postgres,modelcontextprotocol__servers__src__postgres.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.337Z
modelcontextprotocol__servers__src__puppeteer,modelcontextprotocol__servers__src__puppeteer.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.338Z
modelcontextprotocol__servers__src__sqlite,modelcontextprotocol__servers__src__sqlite.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:31.339Z
monadsag__capsulecrm-mcp,monadsag__capsulecrm-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.892Z
mpeirone__zabbix-mcp-server,mpeirone__zabbix-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mrexodia__ida-pro-mcp,mrexodia__ida-pro-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mrexodia__user-feedback-mcp,mrexodia__user-feedback-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mrjoshuak__godoc-mcp,mrjoshuak__godoc-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mtehabsim__screenpilot,mtehabsim__screenpilot.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mwgmorningwood__central-memory-mcp,mwgmorningwood__central-memory-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mzxrai__mcp-openai,mzxrai__mcp-openai.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
mzxrai__mcp-webresearch,mzxrai__mcp-webresearch.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.893Z
narumiruna__gitingest-mcp,narumiruna__gitingest-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:33.894Z
narumiruna__yfinance-mcp,narumiruna__yfinance-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:36.648Z
ndthanhdev__mcp-browser-kit,ndthanhdev__mcp-browser-kit.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:36.648Z
nebula-block-data__nebulablock-mcp-server,nebula-block-data__nebulablock-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:36.648Z
neilberkman__editorconfig_mcp,neilberkman__editorconfig_mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:36.648Z
neo4j-contrib__mcp-neo4j,neo4j-contrib__mcp-neo4j.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:14:36.648Z
